ID,date,title,eventDesc,location,eventTime,category,link,emailId
369,"Tuesday, November 18 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
370,"Wednesday, November 19 2014",Legalize Marijuana? A Conversation with the Experts,The event is sponsored by the Allen L. Poucher Legal Education Series and is presented by the Florida Law Review," Curtis M. Phillips Center for the Performing Arts
",10 a.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/legalize-marijuana-a-conversation-with-the-experts.php,mlwalker@law.ufl.edu
371,"Wednesday, November 19 2014",How IRS Lawyers Contribute to Sound Tax Enforcement,Presented by UF Law Graduate Tax Program," UF Law Chesterfield Smith Ceremonial Classroom, HOL 180
",UF Calendar,,http://calendar.ufl.edu/event-archive/2014/october/how-irs-lawyers-contribute-to-sound-tax-enforcement.php,mlwalker@law.ufl.edu
372,"Wednesday, November 19 2014",Art Bash,Sponsored by School of Art + Art History," UF Fine Arts Courtyard Complex
",6 - 9 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/art-bash-.php,lcraig@arts.ufl.edu
373,"Wednesday, November 19 2014",Soccer vs. Tennessee: Senior Day,YOUR Gators vs. the Volunteers," James G. Pressly Stadium
",7 p.m.,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/soccer--vs-tennessee-senior-day.php,promotions@gators.uaa.ufl.edu
374,"Thursday, November 20 2014",Sweeney Todd,Presented by School of Theatre + Dance," Constans Theatre
",Check Website for times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/sweeney-todd.php,elizabethboone.ufcota@gmail.com
375,"Thursday, November 20 2014",GatorNights: Fall Carnival,"Always Friday, always free, with your Gator 1 ID!"," J. Wayne Reitz Union
",8 p.m. - 1 a.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/gatornights-fall-carnival.php,margarets@union.ufl.edu
376,"Thursday, November 20 2014",Sweeney Todd,Presented by School of Theatre + Dance," Constans Theatre
",Check Website for times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/sweeney-todd.php,elizabethboone.ufcota@gmail.com
377,"Thursday, November 20 2014","""Megalodon: Largest Shark that Ever Lived"" Exhibit Celebration",Presented by Florida Museum of Natural History," Florida Museum of Natural History
",10 a.m. - 3 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/megalodon-largest-shark-that-ever-lived-exhibit-celebration-.php,kprokos@flmnh.ufl.edu
378,"Friday, November 21 2014",Accordion Virtuosi of Russia,Accordion Virtuosi of Russia," University Auditorium
",2:00 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/accordion-virtuosi-of-russia.php,adouglas@performingarts.ufl.edu
379,"Friday, November 21 2014",Performance: FireSale,Presented by Harn Museum of Art," Harn Museum of Art
",3 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/performance-firesale-.php,mpugh@harn.ufl.edu
380,"Friday, November 21 2014",Sweeney Todd,Presented by School of Theatre + Dance," Constans Theatre
",Check Website for times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/sweeney-todd.php,elizabethboone.ufcota@gmail.com
381,"Saturday, November 22 2014",L.A. Theatre Works,Sponsored by Dharma Endowment Foundation," Phillips Center
",7:30 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/la-theatre-works.php,csutherland@performingarts.ufl.edu
382,"Saturday, November 22 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
383,"Sunday, November 23 2014",Sweeney Todd,Presented by School of Theatre + Dance," Constans Theatre
",Check Website for times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/sweeney-todd.php,elizabethboone.ufcota@gmail.com
384,"Sunday, November 23 2014",L.A. Theatre Works,Sponsored by Dharma Endowment Foundation," Phillips Center
",7:30 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/la-theatre-works.php,csutherland@performingarts.ufl.edu
385,"Sunday, November 23 2014",Graduate Student Research Day,Sponsored by NSF-funded Innovation through Institutional Integration Program (I3) and the Graduate Student Advisory Council (GSAC)," Reitz Union Grand Ballroom
",8 a.m. - 5 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/graduate-student-research-day.php,nkumar@ufl.edu
386,"Sunday, November 23 2014",Graduate Student Research Abstract Submission Deadline,Sponsored by: The Graduate Student Advisory Council (GSAC)," J. Wayne Reitz Student Union
More Info > ",8 a.m. - 5 p.m.,More info,http://calendar.ufl.edu/event-archive/2014/october/graduate-student-research-abstract-submission-deadline-.php,//i3.institutes.ufl.edu/2014-graduate-student-research-day/
387,"Monday, November 24 2014",Peace Corps Office Hours,Sponsored by International Center," International Center
More Info > ",9 - 11:45 a.m.,More info,http://calendar.ufl.edu/event-archive/2014/october/peace-corps-office-hours-.php,cchernet@peacecorps.gov
388,"Monday, November 24 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
389,"Tuesday, November 25 2014",Present Threats to a Fair and Impartial Judiciary,"The event is sponsored by the Informed Voters Project, a project of the National Association of Women Judges, the American Constitution Society, the Gerald T. Bennett Inn of Court, the North Florida chapter of the American Board of Trial Advocates, the Bob Graham Center for Public Service at the University of Florida, and the Charles and Linda Wells Judicial Process Teaching and Research Fund at the University of Florida Levin College of Law."," Chesterfield Smith Ceremonial Classroom, HOL 180
",1 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/present-threats-to-a-fair-and-impartial-judiciary-1.php,mlwalker@law.ufl.edu
390,"Tuesday, November 25 2014",Present Threats to a Fair and Impartial Judiciary,"The event is sponsored by the Informed Voters Project, a project of the National Association of Women Judges, the American Constitution Society, the Gerald T. Bennett Inn of Court, the North Florida chapter of the American Board of Trial Advocates, the Bob Graham Center for Public Service at the University of Florida, and the Charles and Linda Wells Judicial Process Teaching and Research Fund at the University of Florida Levin College of Law."," Chesterfield Smith Ceremonial Classroom, HOL 180
",1 p.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/present-threats-to-a-fair-and-impartial-judiciary.php,mlwalker@law.ufl.edu
391,"Tuesday, November 25 2014",Sweeney Todd,Presented by School of Theatre + Dance," Constans Theatre
",Check Website for times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/sweeney-todd.php,elizabethboone.ufcota@gmail.com
392,"Wednesday, November 26 2014",L.A. Theatre Works,Sponsored by Dharma Endowment Foundation," Phillips Center
",7:30 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/la-theatre-works.php,csutherland@performingarts.ufl.edu
393,"Wednesday, November 26 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
394,"Wednesday, November 26 2014",Florida Genetics 2014,Florida Genetics 2014," Cancer & Genetics Research Complex
",12:00 PM,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/florida-genetics-2014.php,mkimmel@ufl.edu
395,"Thursday, November 27 2014","Pulitzer Prize-winning journalist, author, and film maker Hedrick Smith","Pulitzer Prize-winning journalist, author, and film maker Hedrick Smith"," Pugh Hall
",6:00 PM,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/pulitzer-prize-winning-journalist-author-and-film-maker-hedrick-smith.php,kbaron76@ufl.edu
396,"Friday, November 28 2014",Sweeney Todd,Presented by School of Theatre + Dance," Constans Theatre
",Check Website for times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/sweeney-todd.php,elizabethboone.ufcota@gmail.com
397,"Friday, November 28 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
398,"Saturday, November 29 2014",Soccer vs. Vanderbilt,YOUR Gators vs. the Commodores," James G. Pressly Stadium
",7 p.m.,"Athletics, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/soccer-vs-vanderbilt.php,promotions@gators.uaa.ufl.edu
399,"Saturday, November 29 2014",Sweeney Todd,Presented by School of Theatre + Dance," Constans Theatre
",Check Website for times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/sweeney-todd.php,elizabethboone.ufcota@gmail.com
400,"Sunday, November 30 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
401,"Monday, December 01 2014",Lunchtime Art Forum: Mueller + Heipp,Presented by Harn Museum of Art," Harn Museum of Art
",Noon - 1 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/lunchtime-art-forum-mueller--heipp.php,mpugh@harn.ufl.edu
402,"Monday, December 01 2014",Combined Carillon/Organ Studio,Combined Carillon/Organ Studio," University Auditorium & Century Tower
",7:30 p.m.,"UF Calendar, Arts & Museums",http://calendar.ufl.edu/event-archive/2014/october/combined-carillonorgan-studio.php,lellis@ufl.edu
403,"Monday, December 01 2014",Sweeney Todd,Presented by School of Theatre + Dance," Constans Theatre
",Check Website for times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/sweeney-todd.php,elizabethboone.ufcota@gmail.com
404,"Tuesday, December 02 2014",Scheherazade & Vampyra,Presented by Dance Alive National Ballet," Phillips Center
",7:30 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/scheherazade--vampyra.php,csutherland@performingarts.ufl.edu
405,"Tuesday, December 02 2014",GatorNights: Haunted Horror Reitz,"Always Friday, always free, with your Gator 1 ID!"," J. Wayne Reitz Union
",8 p.m. - 1 a.m.,UF Calendar,http://calendar.ufl.edu/event-archive/2014/october/gatornights-haunted-horror-reitz.php,margarets@union.ufl.edu
406,"Wednesday, December 03 2014",Masquerade Ball,Presented by Dance Alive National Ballet," Squitieri Studio Theatre
",9:30 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/masquerade-ball.php,csutherland@performingarts.ufl.edu
407,"Thursday, December 04 2014",Pipe Organ Demonstration,Pipe Organ Demonstration," University Auditorium
",1 p.m.,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/pipe-organ-demonstration.php,lellis@ufl.edu
408,"Thursday, December 04 2014",Sweeney Todd,Presented by School of Theatre + Dance," Constans Theatre
",Check Website for times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/sweeney-todd.php,elizabethboone.ufcota@gmail.com
409,"Thursday, December 04 2014",Sweeney Todd,Presented by School of Theatre + Dance," Constans Theatre
",Check Website for times,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/october/sweeney-todd.php,elizabethboone.ufcota@gmail.com
410,"Friday, December 05 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
411,"Friday, December 05 2014",The Capitol Steps,Sponsored by Oak Hammock at the University of Florida," Phillips Center
","Arts & Museums, UF Calendar",,http://calendar.ufl.edu/event-archive/2014/november/the-capitol-steps.php,adouglas@performingarts.ufl.edu
412,"Friday, December 05 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
413,"Saturday, December 06 2014",Davis Projects for Peace Info Session 2,Sponsored by Center for Leadership and Service," Pugh Hall Ocora
",UF Calendar,,http://calendar.ufl.edu/event-archive/2014/november/davis-projects-for-peace-info-session-2.php,CarlaC@leadershipandservice.ufl.edu
414,"Saturday, December 06 2014",Come Home; Selections from the Collection of Hector Puig,Sponsored by University Gallery," University Gallery (located at the intersection of SW 13th Street and SW 4th Avenue)
","10 a.m. - 5 p.m., Monday - Friday","Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/september/come-home-selections-from-the-collection-of-hector-puig-.php,//www.arts.ufl.edu/galleries
415,"Sunday, December 07 2014",Les Ballets Jazz de Montréal,Les Ballets Jazz de Montréal," Phillips Center
",7:30 PM,"Arts & Museums, UF Calendar",http://calendar.ufl.edu/event-archive/2014/november/les-ballets-jazz-de-montreal.php,adouglas@performingarts.ufl.edu
416,"Sunday, December 07 2014",2014 Election Wrap-Up with Susan MacManus and Dan Smith,Presented by Bob Graham Center for Public Service," Bob Graham Center - Pugh Hall
",6:00 PM,UF Calendar,http://calendar.ufl.edu/event-archive/2014/november/2014-election-wrap-up-with-susan-macmanus-and-dan-smith.php,kbaron76@ufl.edu
417,"Sunday, December 07 2014",CarFit,Sponsored by department of occupational therapy," Senior Recreation Center, 5701 NW 34th St., Gainesville
More Info > ",9 a.m. - 2 p.m.,More info,http://calendar.ufl.edu/event-archive/2014/november/carfit-.php,ablack888@phhp.ufl.edu
